E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA
0.415,-0.011,0.415,-0.018,0.133,-0.431,0.133,-0.454,,,,,,,,,,,,,,,,
0.414,-0.014,0.414,-0.023,0.132,-0.443,0.132,-0.432,,,,,,,,,,,,,,,,
0.414,-0.018,0.414,-0.014,0.132,-0.449,0.132,-0.446,,,,,,,,,,,,,,,,
0.414,-0.014,0.414,-0.018,0.132,-0.437,0.132,-0.439,,,,,,,,,,,,,,,,
0.414,-0.018,0.414,-0.02,0.131,-0.498,0.131,-0.497,,,,,,,,,,,,,,,,
0.413,-0.017,0.413,-0.028,0.131,-0.445,0.131,-0.462,,,,,,,,,,,,,,,,
0.413,-0.021,0.413,-0.02,0.13,-0.452,0.13,-0.454,,,,,,,,,,,,,,,,
0.413,-0.015,0.413,-0.021,0.13,-0.454,0.13,-0.442,,,,,,,,,,,,,,,,
0.413,-0.008,0.413,-0.026,0.13,-0.449,0.13,-0.462,,,,,,,,,,,,,,,,
0.412,-0.02,0.412,-0.02,0.129,-0.451,0.129,-0.451,,,,,,,,,,,,,,,,
0.412,-0.015,0.412,-0.034,0.129,-0.469,0.129,-0.454,,,,,,,,,,,,,,,,
0.412,-0.009,0.412,-0.024,0.129,-0.455,0.129,-0.451,,,,,,,,,,,,,,,,
0.412,-0.014,0.412,-0.02,0.128,-0.46,0.128,-0.468,,,,,,,,,,,,,,,,
0.411,-0.021,0.411,-0.021,0.128,-0.463,0.128,-0.448,,,,,,,,,,,,,,,,
0.411,-0.015,0.411,-0.023,0.127,-0.466,0.127,-0.457,,,,,,,,,,,,,,,,
0.411,-0.006,0.411,-0.006,0.127,-0.468,0.127,-0.463,,,,,,,,,,,,,,,,
0.411,-0.018,0.411,-0.029,0.127,-0.466,0.127,-0.457,,,,,,,,,,,,,,,,
0.41,-0.021,0.41,-0.026,0.126,-0.451,0.126,-0.469,,,,,,,,,,,,,,,,
0.41,-0.02,0.41,-0.024,0.126,-0.458,0.126,-0.457,,,,,,,,,,,,,,,,
0.41,-0.018,0.41,-0.02,0.126,-0.463,0.126,-0.471,,,,,,,,,,,,,,,,
0.41,-0.023,0.41,-0.028,0.125,-0.488,0.125,-0.488,,,,,,,,,,,,,,,,
0.409,-0.021,0.409,-0.015,0.125,-0.462,0.125,-0.465,,,,,,,,,,,,,,,,
0.409,-0.02,0.409,-0.031,0.124,-0.469,0.124,-0.455,,,,,,,,,,,,,,,,
0.409,-0.021,0.409,-0.001,0.124,-0.475,0.124,-0.478,,,,,,,,,,,,,,,,
0.409,-0.017,0.409,-0.021,0.124,-0.471,0.124,-0.471,,,,,,,,,,,,,,,,
0.408,-0.018,0.408,-0.02,0.123,-0.451,0.123,-0.475,,,,,,,,,,,,,,,,
0.408,-0.021,0.408,-0.015,0.123,-0.495,0.123,-0.504,,,,,,,,,,,,,,,,
0.408,-0.018,0.408,-0.02,0.122,-0.458,0.122,-0.475,,,,,,,,,,,,,,,,
0.408,-0.017,0.408,-0.029,0.122,-0.495,0.122,-0.485,,,,,,,,,,,,,,,,
0.407,-0.021,0.407,-0.046,0.122,-0.492,0.122,-0.478,,,,,,,,,,,,,,,,
0.407,-0.02,0.407,-0.018,0.121,-0.486,0.121,-0.498,,,,,,,,,,,,,,,,
0.407,-0.014,0.407,-0.012,0.121,-0.492,0.121,-0.481,,,,,,,,,,,,,,,,
0.407,-0.017,0.407,-0.029,0.121,-0.481,0.121,-0.485,,,,,,,,,,,,,,,,
0.406,-0.028,0.406,-0.02,0.12,-0.48,0.12,-0.478,,,,,,,,,,,,,,,,
0.406,-0.023,0.406,-0.026,0.12,-0.486,0.12,-0.498,,,,,,,,,,,,,,,,
0.406,-0.02,0.406,-0.029,0.119,-0.478,0.119,-0.491,,,,,,,,,,,,,,,,
0.406,-0.021,0.406,-0.018,0.119,-0.514,0.119,-0.506,,,,,,,,,,,,,,,,
0.406,-0.017,0.406,-0.024,0.119,-0.494,0.119,-0.481,,,,,,,,,,,,,,,,
0.405,-0.021,0.405,-0.015,0.118,-0.485,0.118,-0.481,,,,,,,,,,,,,,,,
0.405,-0.02,0.405,-0.028,0.118,-0.481,0.118,-0.494,,,,,,,,,,,,,,,,
0.405,-0.012,0.405,-0.031,0.118,-0.494,0.118,-0.494,,,,,,,,,,,,,,,,
0.405,-0.017,0.405,-0.029,0.117,-0.498,0.117,-0.483,,,,,,,,,,,,,,,,
0.404,-0.017,0.404,-0.024,0.117,-0.509,0.117,-0.503,,,,,,,,,,,,,,,,
0.404,-0.018,0.404,-0.032,0.117,-0.489,0.117,-0.492,,,,,,,,,,,,,,,,
0.404,-0.014,0.404,-0.024,0.116,-0.509,0.116,-0.481,,,,,,,,,,,,,,,,
0.404,-0.021,0.404,-0.028,0.116,-0.489,0.116,-0.503,,,,,,,,,,,,,,,,
0.403,-0.026,0.403,-0.021,0.115,-0.515,0.115,-0.494,,,,,,,,,,,,,,,,
0.403,-0.021,0.403,-0.02,0.115,-0.523,0.115,-0.532,,,,,,,,,,,,,,,,
0.403,-0.006,0.403,-0.026,0.115,-0.511,0.115,-0.52,,,,,,,,,,,,,,,,
0.403,-0.017,0.403,-0.028,0.114,-0.504,0.114,-0.497,,,,,,,,,,,,,,,,
0.402,-0.018,0.402,-0.023,0.114,-0.509,0.114,-0.518,,,,,,,,,,,,,,,,
0.402,-0.021,0.402,-0.026,0.114,-0.518,0.114,-0.508,,,,,,,,,,,,,,,,
0.402,-0.021,0.402,-0.029,0.113,-0.52,0.113,-0.521,,,,,,,,,,,,,,,,
0.402,-0.028,0.402,-0.035,0.113,-0.497,0.113,-0.512,,,,,,,,,,,,,,,,
0.401,-0.021,0.401,-0.011,0.112,-0.518,0.112,-0.512,,,,,,,,,,,,,,,,
0.401,-0.011,0.401,-0.017,0.112,-0.521,0.112,-0.512,,,,,,,,,,,,,,,,
0.401,-0.014,0.401,-0.029,0.112,-0.508,0.112,-0.521,,,,,,,,,,,,,,,,
0.401,-0.02,0.401,-0.029,0.111,-0.52,0.111,-0.506,,,,,,,,,,,,,,,,
0.4,-0.026,0.4,-0.02,0.111,-0.534,0.111,-0.527,,,,,,,,,,,,,,,,
0.4,-0.024,0.4,-0.017,0.111,-0.512,0.111,-0.527,,,,,,,,,,,,,,,,
0.4,-0.024,0.4,-0.015,0.11,-0.554,0.11,-0.524,,,,,,,,,,,,,,,,
0.4,-0.018,0.4,-0.028,0.11,-0.529,0.11,-0.511,,,,,,,,,,,,,,,,
0.399,-0.021,0.399,-0.024,0.109,-0.526,0.109,-0.518,,,,,,,,,,,,,,,,
0.399,-0.017,0.399,-0.029,0.109,-0.52,0.109,-0.54,,,,,,,,,,,,,,,,
0.399,-0.023,0.399,-0.038,0.109,-0.537,0.109,-0.535,,,,,,,,,,,,,,,,
0.399,-0.02,0.399,-0.034,0.108,-0.531,0.108,-0.524,,,,,,,,,,,,,,,,
0.398,-0.024,0.398,-0.032,0.108,-0.531,0.108,-0.546,,,,,,,,,,,,,,,,
0.398,-0.026,0.398,-0.021,0.107,-0.515,0.107,-0.529,,,,,,,,,,,,,,,,
0.398,-0.017,0.398,-0.021,0.107,-0.56,0.107,-0.557,,,,,,,,,,,,,,,,
0.398,-0.017,0.398,-0.026,0.107,-0.54,0.107,-0.54,,,,,,,,,,,,,,,,
0.397,-0.024,0.397,-0.023,0.106,-0.531,0.106,-0.531,,,,,,,,,,,,,,,,
0.397,-0.021,0.397,-0.023,0.106,-0.55,0.106,-0.526,,,,,,,,,,,,,,,,
0.397,-0.018,0.397,-0.034,0.106,-0.541,0.106,-0.549,,,,,,,,,,,,,,,,
0.397,-0.018,0.397,-0.028,0.105,-0.537,0.105,-0.56,,,,,,,,,,,,,,,,
0.396,-0.017,0.396,-0.023,0.105,-0.557,0.105,-0.534,,,,,,,,,,,,,,,,
0.396,-0.02,0.396,-0.021,0.104,-0.544,0.104,-0.541,,,,,,,,,,,,,,,,
0.396,-0.026,0.396,-0.029,0.104,-0.557,0.104,-0.563,,,,,,,,,,,,,,,,
0.396,-0.029,0.396,-0.035,0.104,-0.557,0.104,-0.531,,,,,,,,,,,,,,,,
0.395,-0.024,0.395,-0.029,0.103,-0.543,0.103,-0.544,,,,,,,,,,,,,,,,
0.395,-0.032,0.395,-0.028,0.103,-0.578,0.103,-0.538,,,,,,,,,,,,,,,,
0.395,-0.023,0.395,-0.041,0.103,-0.549,0.103,-0.561,,,,,,,,,,,,,,,,
0.395,-0.018,0.395,-0.029,0.102,-0.547,0.102,-0.554,,,,,,,,,,,,,,,,
0.394,-0.017,0.394,-0.029,0.102,-0.558,0.102,-0.574,,,,,,,,,,,,,,,,
0.394,-0.029,0.394,-0.024,0.102,-0.549,0.102,-0.554,,,,,,,,,,,,,,,,
0.394,-0.028,0.394,-0.029,0.101,-0.58,0.101,-0.592,,,,,,,,,,,,,,,,
0.394,-0.018,0.394,-0.031,0.101,-0.566,0.101,-0.552,,,,,,,,,,,,,,,,
0.393,-0.024,0.393,-0.024,0.1,-0.557,0.1,-0.541,,,,,,,,,,,,,,,,
0.393,-0.024,0.393,-0.024,,,,,,,,,,,,,,,,,,,,
0.393,-0.028,0.393,-0.035,,,,,,,,,,,,,,,,,,,,
0.393,-0.029,0.393,-0.029,,,,,,,,,,,,,,,,,,,,
0.392,-0.034,0.392,-0.029,,,,,,,,,,,,,,,,,,,,
0.392,-0.028,0.392,-0.023,,,,,,,,,,,,,,,,,,,,
0.392,-0.024,0.392,-0.029,,,,,,,,,,,,,,,,,,,,
0.392,-0.024,0.392,-0.032,,,,,,,,,,,,,,,,,,,,
0.391,-0.035,0.391,-0.031,,,,,,,,,,,,,,,,,,,,
0.391,-0.011,0.391,-0.023,,,,,,,,,,,,,,,,,,,,
0.391,-0.035,0.391,-0.038,,,,,,,,,,,,,,,,,,,,
0.391,-0.028,0.391,-0.023,,,,,,,,,,,,,,,,,,,,
0.39,-0.026,0.39,-0.028,,,,,,,,,,,,,,,,,,,,
0.39,-0.021,0.39,-0.034,,,,,,,,,,,,,,,,,,,,
0.39,-0.024,0.39,-0.037,,,,,,,,,,,,,,,,,,,,
0.39,-0.032,0.39,-0.034,,,,,,,,,,,,,,,,,,,,
0.389,-0.028,0.389,-0.046,,,,,,,,,,,,,,,,,,,,
0.389,-0.023,0.389,-0.04,,,,,,,,,,,,,,,,,,,,
0.389,-0.02,0.389,-0.032,,,,,,,,,,,,,,,,,,,,
0.389,-0.032,0.389,-0.034,,,,,,,,,,,,,,,,,,,,
0.388,-0.034,0.388,-0.038,,,,,,,,,,,,,,,,,,,,
0.388,-0.003,0.388,-0.029,,,,,,,,,,,,,,,,,,,,
0.388,-0.024,0.388,-0.026,,,,,,,,,,,,,,,,,,,,
0.388,-0.031,0.388,-0.028,,,,,,,,,,,,,,,,,,,,
0.387,-0.034,0.387,-0.011,,,,,,,,,,,,,,,,,,,,
0.387,-0.029,0.387,-0.044,,,,,,,,,,,,,,,,,,,,
0.387,-0.023,0.387,-0.038,,,,,,,,,,,,,,,,,,,,
0.387,-0.035,0.387,-0.04,,,,,,,,,,,,,,,,,,,,
0.386,-0.026,0.386,-0.023,,,,,,,,,,,,,,,,,,,,
0.386,-0.021,0.386,-0.029,,,,,,,,,,,,,,,,,,,,
0.386,-0.028,0.386,-0.031,,,,,,,,,,,,,,,,,,,,
0.386,-0.021,0.386,-0.034,,,,,,,,,,,,,,,,,,,,
0.385,-0.028,0.385,-0.034,,,,,,,,,,,,,,,,,,,,
0.385,-0.021,0.385,-0.041,,,,,,,,,,,,,,,,,,,,
0.385,-0.035,0.385,-0.044,,,,,,,,,,,,,,,,,,,,
0.385,-0.038,0.385,-0.028,,,,,,,,,,,,,,,,,,,,
0.384,-0.02,0.384,-0.034,,,,,,,,,,,,,,,,,,,,
0.384,-0.023,0.384,-0.026,,,,,,,,,,,,,,,,,,,,
0.384,-0.037,0.384,-0.035,,,,,,,,,,,,,,,,,,,,
0.384,-0.034,0.384,-0.04,,,,,,,,,,,,,,,,,,,,
0.383,-0.034,0.383,-0.034,,,,,,,,,,,,,,,,,,,,
0.383,-0.034,0.383,-0.043,,,,,,,,,,,,,,,,,,,,
0.383,-0.037,0.383,-0.041,,,,,,,,,,,,,,,,,,,,
0.383,-0.034,0.383,-0.035,,,,,,,,,,,,,,,,,,,,
0.382,-0.034,0.382,-0.041,,,,,,,,,,,,,,,,,,,,
0.382,-0.032,0.382,-0.037,,,,,,,,,,,,,,,,,,,,
0.382,-0.028,0.382,-0.038,,,,,,,,,,,,,,,,,,,,
0.382,-0.026,0.382,-0.037,,,,,,,,,,,,,,,,,,,,
0.381,-0.026,0.381,-0.034,,,,,,,,,,,,,,,,,,,,
0.381,-0.008,0.381,-0.014,,,,,,,,,,,,,,,,,,,,
0.381,-0.031,0.381,-0.041,,,,,,,,,,,,,,,,,,,,
0.381,-0.026,0.381,-0.043,,,,,,,,,,,,,,,,,,,,
0.38,-0.034,0.38,-0.034,,,,,,,,,,,,,,,,,,,,
0.38,-0.034,0.38,-0.031,,,,,,,,,,,,,,,,,,,,
0.38,-0.038,0.38,-0.037,,,,,,,,,,,,,,,,,,,,
0.38,-0.028,0.38,-0.028,,,,,,,,,,,,,,,,,,,,
0.379,-0.028,0.379,-0.035,,,,,,,,,,,,,,,,,,,,
0.379,-0.029,0.379,-0.037,,,,,,,,,,,,,,,,,,,,
0.379,-0.04,0.379,-0.044,,,,,,,,,,,,,,,,,,,,
0.379,-0.04,0.379,-0.029,,,,,,,,,,,,,,,,,,,,
0.378,-0.021,0.378,-0.028,,,,,,,,,,,,,,,,,,,,
0.378,-0.032,0.378,-0.037,,,,,,,,,,,,,,,,,,,,
0.378,-0.032,0.378,-0.041,,,,,,,,,,,,,,,,,,,,
0.378,-0.031,0.378,-0.032,,,,,,,,,,,,,,,,,,,,
0.377,-0.029,0.377,-0.018,,,,,,,,,,,,,,,,,,,,
0.377,-0.029,0.377,-0.04,,,,,,,,,,,,,,,,,,,,
0.377,-0.041,0.377,-0.038,,,,,,,,,,,,,,,,,,,,
0.377,-0.031,0.377,-0.026,,,,,,,,,,,,,,,,,,,,
0.376,-0.032,0.376,-0.043,,,,,,,,,,,,,,,,,,,,
0.376,-0.051,0.376,-0.034,,,,,,,,,,,,,,,,,,,,
0.376,-0.046,0.376,-0.046,,,,,,,,,,,,,,,,,,,,
0.376,-0.037,0.376,-0.04,,,,,,,,,,,,,,,,,,,,
0.375,-0.028,0.375,-0.035,,,,,,,,,,,,,,,,,,,,
0.375,-0.023,0.375,-0.04,,,,,,,,,,,,,,,,,,,,
0.375,-0.032,0.375,-0.047,,,,,,,,,,,,,,,,,,,,
0.375,-0.035,0.375,-0.044,,,,,,,,,,,,,,,,,,,,
0.374,-0.026,0.374,-0.044,,,,,,,,,,,,,,,,,,,,
0.374,-0.035,0.374,-0.04,,,,,,,,,,,,,,,,,,,,
0.374,-0.035,0.374,-0.034,,,,,,,,,,,,,,,,,,,,
0.373,-0.041,0.373,-0.046,,,,,,,,,,,,,,,,,,,,
0.373,-0.032,0.373,-0.04,,,,,,,,,,,,,,,,,,,,
0.373,-0.032,0.373,-0.04,,,,,,,,,,,,,,,,,,,,
0.373,-0.046,0.373,-0.043,,,,,,,,,,,,,,,,,,,,
0.372,-0.035,0.372,-0.04,,,,,,,,,,,,,,,,,,,,
0.372,-0.043,0.372,-0.044,,,,,,,,,,,,,,,,,,,,
0.372,-0.037,0.372,-0.046,,,,,,,,,,,,,,,,,,,,
0.372,-0.044,0.372,-0.054,,,,,,,,,,,,,,,,,,,,
0.371,-0.038,0.371,-0.047,,,,,,,,,,,,,,,,,,,,
0.371,-0.035,0.371,-0.04,,,,,,,,,,,,,,,,,,,,
0.371,-0.023,0.371,-0.032,,,,,,,,,,,,,,,,,,,,
0.371,-0.058,0.371,-0.046,,,,,,,,,,,,,,,,,,,,
0.37,-0.044,0.37,-0.051,,,,,,,,,,,,,,,,,,,,
0.37,-0.029,0.37,-0.043,,,,,,,,,,,,,,,,,,,,
0.37,-0.044,0.37,-0.037,,,,,,,,,,,,,,,,,,,,
0.37,-0.041,0.37,-0.031,,,,,,,,,,,,,,,,,,,,
0.369,-0.047,0.369,-0.047,,,,,,,,,,,,,,,,,,,,
0.369,-0.041,0.369,-0.034,,,,,,,,,,,,,,,,,,,,
0.369,-0.035,0.369,-0.04,,,,,,,,,,,,,,,,,,,,
0.369,-0.046,0.369,-0.04,,,,,,,,,,,,,,,,,,,,
0.368,-0.038,0.368,-0.054,,,,,,,,,,,,,,,,,,,,
0.368,-0.046,0.368,-0.049,,,,,,,,,,,,,,,,,,,,
0.368,-0.046,0.368,-0.051,,,,,,,,,,,,,,,,,,,,
0.368,-0.049,0.368,-0.051,,,,,,,,,,,,,,,,,,,,
0.367,-0.051,0.367,-0.043,,,,,,,,,,,,,,,,,,,,
0.367,-0.049,0.367,-0.046,,,,,,,,,,,,,,,,,,,,
0.367,-0.052,0.367,-0.047,,,,,,,,,,,,,,,,,,,,
0.367,-0.047,0.367,-0.043,,,,,,,,,,,,,,,,,,,,
0.366,-0.041,0.366,-0.044,,,,,,,,,,,,,,,,,,,,
0.366,-0.043,0.366,-0.047,,,,,,,,,,,,,,,,,,,,
0.366,-0.034,0.366,-0.055,,,,,,,,,,,,,,,,,,,,
0.366,-0.055,0.366,-0.051,,,,,,,,,,,,,,,,,,,,
0.365,-0.054,0.365,-0.051,,,,,,,,,,,,,,,,,,,,
0.365,-0.051,0.365,-0.06,,,,,,,,,,,,,,,,,,,,
0.365,-0.043,0.365,-0.051,,,,,,,,,,,,,,,,,,,,
0.365,-0.052,0.365,-0.046,,,,,,,,,,,,,,,,,,,,
0.364,-0.044,0.364,-0.054,,,,,,,,,,,,,,,,,,,,
0.364,-0.046,0.364,-0.052,,,,,,,,,,,,,,,,,,,,
0.364,-0.06,0.364,-0.054,,,,,,,,,,,,,,,,,,,,
0.364,-0.06,0.364,-0.06,,,,,,,,,,,,,,,,,,,,
0.363,-0.06,0.363,-0.052,,,,,,,,,,,,,,,,,,,,
0.363,-0.058,0.363,-0.055,,,,,,,,,,,,,,,,,,,,
0.363,-0.055,0.363,-0.052,,,,,,,,,,,,,,,,,,,,
0.363,-0.058,0.363,-0.06,,,,,,,,,,,,,,,,,,,,
0.362,-0.057,0.362,-0.058,,,,,,,,,,,,,,,,,,,,
0.362,-0.057,0.362,-0.057,,,,,,,,,,,,,,,,,,,,
0.362,-0.06,0.362,-0.061,,,,,,,,,,,,,,,,,,,,
0.362,-0.066,0.362,-0.06,,,,,,,,,,,,,,,,,,,,
0.361,-0.058,0.361,-0.061,,,,,,,,,,,,,,,,,,,,
0.361,-0.058,0.361,-0.058,,,,,,,,,,,,,,,,,,,,
0.361,-0.035,0.361,-0.046,,,,,,,,,,,,,,,,,,,,
0.361,-0.06,0.361,-0.072,,,,,,,,,,,,,,,,,,,,
0.36,-0.066,0.36,-0.054,,,,,,,,,,,,,,,,,,,,
0.36,-0.052,0.36,-0.055,,,,,,,,,,,,,,,,,,,,
0.36,-0.054,0.36,-0.074,,,,,,,,,,,,,,,,,,,,
0.36,-0.058,0.36,-0.049,,,,,,,,,,,,,,,,,,,,
0.359,-0.035,0.359,-0.058,,,,,,,,,,,,,,,,,,,,
0.359,-0.06,0.359,-0.066,,,,,,,,,,,,,,,,,,,,
0.359,-0.061,0.359,-0.064,,,,,,,,,,,,,,,,,,,,
0.359,-0.07,0.359,-0.066,,,,,,,,,,,,,,,,,,,,
0.358,-0.058,0.358,-0.058,,,,,,,,,,,,,,,,,,,,
0.358,-0.057,0.358,-0.052,,,,,,,,,,,,,,,,,,,,
0.358,-0.06,0.358,-0.077,,,,,,,,,,,,,,,,,,,,
0.358,-0.066,0.358,-0.075,,,,,,,,,,,,,,,,,,,,
0.357,-0.061,0.357,-0.066,,,,,,,,,,,,,,,,,,,,
0.357,-0.06,0.357,-0.066,,,,,,,,,,,,,,,,,,,,
0.357,-0.072,0.357,-0.07,,,,,,,,,,,,,,,,,,,,
0.357,-0.074,0.357,-0.067,,,,,,,,,,,,,,,,,,,,
0.356,-0.06,0.356,-0.06,,,,,,,,,,,,,,,,,,,,
0.356,-0.069,0.356,-0.07,,,,,,,,,,,,,,,,,,,,
0.356,-0.067,0.356,-0.07,,,,,,,,,,,,,,,,,,,,
0.356,-0.066,0.356,-0.078,,,,,,,,,,,,,,,,,,,,
0.355,-0.06,0.355,-0.067,,,,,,,,,,,,,,,,,,,,
0.355,-0.066,0.355,-0.072,,,,,,,,,,,,,,,,,,,,
0.355,-0.07,0.355,-0.083,,,,,,,,,,,,,,,,,,,,
0.355,-0.081,0.355,-0.07,,,,,,,,,,,,,,,,,,,,
0.354,-0.061,0.354,-0.078,,,,,,,,,,,,,,,,,,,,
0.354,-0.074,0.354,-0.069,,,,,,,,,,,,,,,,,,,,
0.354,-0.063,0.354,-0.078,,,,,,,,,,,,,,,,,,,,
0.354,-0.074,0.354,-0.075,,,,,,,,,,,,,,,,,,,,
0.353,-0.077,0.353,-0.07,,,,,,,,,,,,,,,,,,,,
0.353,-0.077,0.353,-0.077,,,,,,,,,,,,,,,,,,,,
0.353,-0.078,0.353,-0.087,,,,,,,,,,,,,,,,,,,,
0.353,-0.078,0.353,-0.087,,,,,,,,,,,,,,,,,,,,
0.352,-0.069,0.352,-0.07,,,,,,,,,,,,,,,,,,,,
0.352,-0.075,0.352,-0.08,,,,,,,,,,,,,,,,,,,,
0.352,-0.08,0.352,-0.078,,,,,,,,,,,,,,,,,,,,
0.352,-0.072,0.352,-0.08,,,,,,,,,,,,,,,,,,,,
0.351,-0.072,0.351,-0.087,,,,,,,,,,,,,,,,,,,,
0.351,-0.072,0.351,-0.081,,,,,,,,,,,,,,,,,,,,
0.351,-0.061,0.351,-0.08,,,,,,,,,,,,,,,,,,,,
0.351,-0.078,0.351,-0.084,,,,,,,,,,,,,,,,,,,,
0.35,-0.092,0.35,-0.093,,,,,,,,,,,,,,,,,,,,
0.35,-0.083,0.35,-0.092,,,,,,,,,,,,,,,,,,,,
0.35,-0.089,0.35,-0.09,,,,,,,,,,,,,,,,,,,,
0.35,-0.093,0.35,-0.086,,,,,,,,,,,,,,,,,,,,
0.349,-0.095,0.349,-0.095,,,,,,,,,,,,,,,,,,,,
0.349,-0.086,0.349,-0.092,,,,,,,,,,,,,,,,,,,,
0.349,-0.097,0.349,-0.097,,,,,,,,,,,,,,,,,,,,
0.349,-0.095,0.349,-0.097,,,,,,,,,,,,,,,,,,,,
0.348,-0.101,0.348,-0.095,,,,,,,,,,,,,,,,,,,,
0.348,-0.093,0.348,-0.098,,,,,,,,,,,,,,,,,,,,
0.348,-0.092,0.348,-0.103,,,,,,,,,,,,,,,,,,,,
0.348,-0.093,0.348,-0.098,,,,,,,,,,,,,,,,,,,,
0.347,-0.095,0.347,-0.092,,,,,,,,,,,,,,,,,,,,
0.347,-0.095,0.347,-0.093,,,,,,,,,,,,,,,,,,,,
0.347,-0.106,0.347,-0.107,,,,,,,,,,,,,,,,,,,,
0.347,-0.093,0.347,-0.097,,,,,,,,,,,,,,,,,,,,
0.346,-0.109,0.346,-0.106,,,,,,,,,,,,,,,,,,,,
0.346,-0.1,0.346,-0.104,,,,,,,,,,,,,,,,,,,,
0.346,-0.103,0.346,-0.104,,,,,,,,,,,,,,,,,,,,
0.346,-0.106,0.346,-0.107,,,,,,,,,,,,,,,,,,,,
0.345,-0.113,0.345,-0.106,,,,,,,,,,,,,,,,,,,,
0.345,-0.106,0.345,-0.11,,,,,,,,,,,,,,,,,,,,
0.345,-0.109,0.345,-0.115,,,,,,,,,,,,,,,,,,,,
0.345,-0.116,0.345,-0.12,,,,,,,,,,,,,,,,,,,,
0.344,-0.123,0.344,-0.12,,,,,,,,,,,,,,,,,,,,
0.344,-0.104,0.344,-0.12,,,,,,,,,,,,,,,,,,,,
0.344,-0.116,0.344,-0.123,,,,,,,,,,,,,,,,,,,,
0.344,-0.126,0.344,-0.12,,,,,,,,,,,,,,,,,,,,
0.344,-0.129,0.344,-0.123,,,,,,,,,,,,,,,,,,,,
0.343,-0.121,0.343,-0.123,,,,,,,,,,,,,,,,,,,,
0.343,-0.124,0.343,-0.136,,,,,,,,,,,,,,,,,,,,
0.343,-0.123,0.343,-0.141,,,,,,,,,,,,,,,,,,,,
0.343,-0.121,0.343,-0.141,,,,,,,,,,,,,,,,,,,,
0.342,-0.127,0.342,-0.132,,,,,,,,,,,,,,,,,,,,
0.342,-0.138,0.342,-0.138,,,,,,,,,,,,,,,,,,,,
0.342,-0.143,0.342,-0.144,,,,,,,,,,,,,,,,,,,,
0.342,-0.132,0.342,-0.139,,,,,,,,,,,,,,,,,,,,
0.341,-0.146,0.341,-0.146,,,,,,,,,,,,,,,,,,,,
0.341,-0.129,0.341,-0.133,,,,,,,,,,,,,,,,,,,,
0.341,-0.149,0.341,-0.156,,,,,,,,,,,,,,,,,,,,
0.341,-0.144,0.341,-0.156,,,,,,,,,,,,,,,,,,,,
0.34,-0.147,0.34,-0.152,,,,,,,,,,,,,,,,,,,,
0.34,-0.15,0.34,-0.156,,,,,,,,,,,,,,,,,,,,
0.34,-0.15,0.34,-0.159,,,,,,,,,,,,,,,,,,,,
0.34,-0.162,0.34,-0.147,,,,,,,,,,,,,,,,,,,,
0.339,-0.166,0.339,-0.169,,,,,,,,,,,,,,,,,,,,
0.339,-0.17,0.339,-0.176,,,,,,,,,,,,,,,,,,,,
0.339,-0.169,0.339,-0.175,,,,,,,,,,,,,,,,,,,,
0.339,-0.17,0.339,-0.178,,,,,,,,,,,,,,,,,,,,
0.338,-0.169,0.338,-0.175,,,,,,,,,,,,,,,,,,,,
0.338,-0.187,0.338,-0.184,,,,,,,,,,,,,,,,,,,,
0.338,-0.179,0.338,-0.19,,,,,,,,,,,,,,,,,,,,
0.338,-0.173,0.338,-0.181,,,,,,,,,,,,,,,,,,,,
0.337,-0.175,0.337,-0.19,,,,,,,,,,,,,,,,,,,,
0.337,-0.187,0.337,-0.193,,,,,,,,,,,,,,,,,,,,
0.337,-0.19,0.337,-0.19,,,,,,,,,,,,,,,,,,,,
0.337,-0.193,0.337,-0.192,,,,,,,,,,,,,,,,,,,,
0.336,-0.187,0.336,-0.205,,,,,,,,,,,,,,,,,,,,
0.336,-0.202,0.336,-0.231,,,,,,,,,,,,,,,,,,,,
0.336,-0.201,0.336,-0.216,,,,,,,,,,,,,,,,,,,,
0.336,-0.202,0.336,-0.212,,,,,,,,,,,,,,,,,,,,
0.335,-0.21,0.335,-0.239,,,,,,,,,,,,,,,,,,,,
0.335,-0.215,0.335,-0.235,,,,,,,,,,,,,,,,,,,,
0.335,-0.222,0.335,-0.238,,,,,,,,,,,,,,,,,,,,
0.335,-0.202,0.335,-0.228,,,,,,,,,,,,,,,,,,,,
0.334,-0.23,0.334,-0.247,,,,,,,,,,,,,,,,,,,,
0.334,-0.236,0.334,-0.244,,,,,,,,,,,,,,,,,,,,
0.334,-0.23,0.334,-0.231,,,,,,,,,,,,,,,,,,,,
0.334,-0.239,0.334,-0.248,,,,,,,,,,,,,,,,,,,,
0.333,-0.244,0.333,-0.256,,,,,,,,,,,,,,,,,,,,
0.333,-0.258,0.333,-0.262,,,,,,,,,,,,,,,,,,,,
0.333,-0.259,0.333,-0.268,,,,,,,,,,,,,,,,,,,,
0.333,-0.262,0.333,-0.271,,,,,,,,,,,,,,,,,,,,
0.332,-0.268,0.332,-0.271,,,,,,,,,,,,,,,,,,,,
0.332,-0.276,0.332,-0.288,,,,,,,,,,,,,,,,,,,,
0.332,-0.281,0.332,-0.297,,,,,,,,,,,,,,,,,,,,
